suggestionId,author,title,category,votes,timestamp,segment
101543,acolon1024,"Please allow gold cardholders free syrups again! It was a small perk, but a major factor in deciding which coffee house to visit.",Coffee+%26+Espresso+Drinks,5130,11/22/2013 9:06 AM,top
107843,taylor10tay,Double Stars on holiday Drinks,Coffee+%26+Espresso+Drinks,5120,11/20/2013 7:03 PM,top
37105,becabreu,Gold Card,"Ordering,+Payment+%26+Pick-Up",5080,11/20/2013 6:12 PM,top
106257,drsjatu,Free drink with purchase of coffee cup,Merchandise+%26+Music,5040,11/3/2011 8:43 AM,top
43383,brianb23,allow Starbucks cards at Barnes and Nobles,Starbucks+Card,5040,5/16/2011 5:15 PM,top
45988,lewser921,old member keep old perks ... new member new perks,Starbucks+Card,5040,9/18/2012 8:32 AM,top
104826,sbb722a,BRING BACK EGGNOG!!!!!,Coffee+%26+Espresso+Drinks,4970,10/1/2014 1:51 PM,top
111625,ryanmh,Bring back the Mocha Coconut Frappuccino,Frappuccino+Beverages,4970,6/20/2008 5:57 AM,top
112653,Amyzinput,Please bring back Frappuccino Happy Hour!,Frappuccino+Beverages,4970,7/7/2011 2:10 PM,top
82811,marylou_,Giving props to barista via the app,New+Technology,4930,11/20/2013 7:43 PM,top
111708,Donnacmi,Decaf Frappuccinos,Frappuccino+Beverages,4930,7/13/2008 12:35 PM,top
26384,baanky,Mugs vs. Throwaways,"Ordering,+Payment+%26+Pick-Up",4890,2/10/2009 9:40 AM,top
20172,rodkarg,Redesign the condiment bar,Other+Experience+Ideas,4890,1/11/2010 7:22 PM,top
92434,rawff,Cup Sleeves,Tea+%26+Other+Drinks,4870,3/19/2008 12:06 PM,top
10156,yogasoylatte,Compost & Recycle,Social+Responsibility,4860,5/4/2009 11:41 AM,top
44968,whidbeyrocks,Provide other incentives for frequent customers,Starbucks+Card,4820,4/12/2010 1:31 PM,top
44746,jamielee,Gold Card discount,Starbucks+Card,4820,9/1/2010 12:06 AM,top
11143,Macrules,Free Drink Coupons for Mistakes.,Other+Experience+Ideas,4800,3/19/2008 8:31 PM,top
49467,extrahotmocha,Sample new drinks free,Starbucks+Card,4790,1/8/2014 5:14 AM,top
103132,Sweet_Redhead,Please make a (seasonal) Maple Latte!,Coffee+%26+Espresso+Drinks,4790,12/6/2011 11:06 AM,top
79366,USMCBoonieRat,Get serious about the Gold Starbucks Card,New+Technology,4790,8/9/2011 11:10 AM,top
45016,sbuxdaily,Gold Card Use,Starbucks+Card,4770,2/5/2010 3:45 PM,top
59088,Boston,"More seating, less wasted space",Atmosphere+%26+Locations,4750,3/19/2008 1:04 PM,top
42189,CoffeeChris,Receipt Preferences,"Ordering,+Payment+%26+Pick-Up",4750,12/4/2010 1:39 AM,top
12193,Ashtagi7,NO CELL PHONES!!!,Other+Experience+Ideas,4750,4/17/2008 6:32 PM,top
50071,aghorse,Make rewards good at all Starbucks locations.,Starbucks+Card,4730,9/10/2014 9:40 AM,top
44424,garymcd,post reward stars on receipt,Starbucks+Card,4730,12/27/2009 6:58 AM,top
92696,coptic,Cheaper Prices,Coffee+%26+Espresso+Drinks,4720,9/15/2010 11:30 AM,top
111071,mae1,Reusable RED holiday cups,Merchandise+%26+Music,4710,11/4/2013 5:43 AM,top
92448,Broadnax,Gold card FREE syrup!!!!,Tea+%26+Other+Drinks,4710,10/10/2012 3:40 PM,top
82934,Milly313,drinks for friends,New+Technology,4690,8/1/2012 4:39 AM,top
42894,SLSS,Starbucks Gold,Starbucks+Card,4690,3/29/2009 7:56 PM,top
58560,coylee,Highway signs,Atmosphere+%26+Locations,4660,3/19/2008 2:23 PM,top
46290,StratoBlastor,"I agree, don't take away the free soy and syrups with memberships",Starbucks+Card,4620,9/20/2012 12:20 AM,top
111688,frapplover,Offer your loyal Frapp lovers a choice...Old or New formula!,Frappuccino+Beverages,4590,4/19/2010 8:39 AM,top
49466,AndyFleck2013,Don't let birthday drinks expire (or make them valid for one year),Starbucks+Card,4590,11/21/2013 10:07 AM,top
109122,GusnDuke,Gold card promo,Merchandise+%26+Music,4580,11/20/2013 6:26 PM,top
41722,rpeden,Promo Codes loaded onto registered card,"Ordering,+Payment+%26+Pick-Up",4580,11/20/2013 7:04 PM,top
49073,tashiitsuko,Rewards: Extend Expiration and Let us Know They're Available,Starbucks+Card,4550,7/24/2013 6:43 PM,top
92666,nehrrep,"How about a VIA pack ""sampler"" with one of each flavor?",Coffee+%26+Espresso+Drinks,4500,10/5/2010 12:13 PM,top
53438,julie780,Free Wi-Fi,Atmosphere+%26+Locations,4500,6/2/2008 6:41 AM,top
65091,NOLA07,Bring back Espresso Brownies,Food,4450,4/5/2013 8:12 PM,top
44809,wineag,"""Bank"" Free Drink when Buying a LB of Coffee",Starbucks+Card,4450,3/31/2010 4:47 AM,top
49116,SeaTurtle29,BRING BACK THE PERSONALIZED OPTION TO MAKE CARDS!!!,Starbucks+Card,4420,12/19/2012 7:30 AM,top
107844,Tweetyhd,Shots,Coffee+%26+Espresso+Drinks,4420,11/20/2013 6:22 PM,top
45826,MssMisto,Bring back free syrup/soy,Starbucks+Card,4420,10/26/2012 9:10 AM,top
8757,aworldfreeofms,Orange Lids,Social+Responsibility,4400,12/27/2012 4:28 PM,top
113278,CoffeeChug,Please keep the coconut Mocha frappuccino,Frappuccino+Beverages,4400,7/19/2011 10:56 AM,top
92793,ecgilson,Keep Caramel Brulee!!,Coffee+%26+Espresso+Drinks,4390,11/29/2009 2:02 PM,top
46365,3ebfan,Extend the time in which you can redeem a reward!,Starbucks+Card,4370,1/6/2013 1:12 PM,top
101421,VentiIcedCoffe,"Straws, please",Merchandise+%26+Music,4360,5/11/2009 1:37 PM,top
87284,spearsluvbucks,missing the melon,Tea+%26+Other+Drinks,4350,5/15/2011 3:19 PM,top
78221,lesdents,Agave,Other+Product+Ideas,4330,4/27/2012 9:39 AM,top
44074,FrostinFlake,Gold Card special offers,Starbucks+Card,4320,10/22/2010 5:34 PM,top
66824,julesi2,"fresh pastries, also vegan/gluten free",Food,4320,10/15/2013 9:58 AM,top
78249,johnb911,The Gold card for Business,Other+Product+Ideas,4310,9/18/2012 9:10 AM,top
26914,Flygjava,Free Drink Coupon for Extended Waits,"Ordering,+Payment+%26+Pick-Up",4300,4/9/2008 12:03 AM,top
92289,AuntOmi,Lemon for iced tea,Tea+%26+Other+Drinks,4300,3/9/2011 10:42 AM,top
1946,robie,Venezuelan Starbucks,Outside+USA,4290,4/25/2008 5:42 PM,top
20085,supersanborn,"Offer a ""Try a drink"" promotion",Other+Experience+Ideas,4290,11/20/2013 6:28 PM,top
78660,JetShadez66,Starbucks Application for Android,New+Technology,4260,9/1/2010 9:34 PM,top
86324,WatsonBlue,Gold Card free tea,Tea+%26+Other+Drinks,4240,11/21/2009 5:54 PM,top
44159,tmac17,why aren't seasonal drinks part of our gold card discounts??,Starbucks+Card,4230,9/7/2010 11:03 AM,top
115212,kdr0125,Light Whipped Cream,Frappuccino+Beverages,4220,11/20/2013 6:08 PM,top
49901,CustIdea0001,I miss the smell of coffee,Atmosphere+%26+Locations,4210,3/18/2008 3:21 PM,top
86542,morrigan64,Please Bring Back Berry blossom White Tea,Tea+%26+Other+Drinks,4190,4/12/2010 11:52 AM,top
20600,rosieb,THE ROAD TRIP,Other+Involvement+Ideas,4180,3/19/2008 12:46 PM,top
58553,PaulNordby,Store furniture - bring back comfy chairs,Atmosphere+%26+Locations,4170,11/20/2013 7:28 AM,top
48962,georgekatie81,Free syrup for gold card members,Starbucks+Card,4160,11/20/2013 6:31 PM,top
58555,auditna,Comfy chairs.,Atmosphere+%26+Locations,4150,10/15/2010 6:22 AM,top
110975,melg,aroma sensations,Merchandise+%26+Music,4140,2/1/2010 5:34 PM,top
49763,lorib65,Gold card members,Starbucks+Card,4130,11/20/2013 8:35 PM,top
41794,phleb,Feel cheated on rewards,"Ordering,+Payment+%26+Pick-Up",4120,10/14/2013 10:54 PM,top
42290,brtlght103,Starbucks Language Cheat Sheet,"Ordering,+Payment+%26+Pick-Up",4110,9/25/2011 8:26 PM,top
108163,Jerusalemchild,Use ice cubes made of frozen coffee for iced coffee drinks,Coffee+%26+Espresso+Drinks,4100,11/21/2013 8:55 AM,top
31203,scottsla,Keep hand written orders on cups....,"Ordering,+Payment+%26+Pick-Up",4080,8/31/2010 2:43 PM,top
45621,LatteKris,Gold Members get free sauce,Starbucks+Card,4040,9/8/2010 5:04 PM,top
1814,RomanPadlyak,Starbucks in UKRAINE!,Outside+USA,4040,3/21/2011 6:37 AM,top
73724,1yogagirl,Coupons sent to our email,Other+Product+Ideas,4030,7/31/2011 2:18 PM,top
92810,saltedcaramel,Bring Back Salted Caramel Hot Chocolate for 09,Coffee+%26+Espresso+Drinks,4030,11/16/2009 7:07 PM,top
93418,MattNC,Month of March - Irish Cream Latte,Coffee+%26+Espresso+Drinks,4030,1/10/2010 7:31 AM,top
111731,Nowhipfrap,Don't charge extra for Caramel sauce,Frappuccino+Beverages,4010,11/20/2013 7:23 PM,top
46425,sfcitynative,Bring back soy and syrup! You will lose business with this change.,Starbucks+Card,4010,9/19/2012 12:18 AM,top
78289,clahr02,coconut milk or almond milk please!!,Other+Product+Ideas,3990,11/20/2013 5:06 PM,top
20112,forabetterstrb,to not put any date limits on the rewards,Other+Experience+Ideas,3970,9/9/2013 4:17 PM,top
77951,DORKO135,High Fructose Corn Syrup needs to go. Cane sugar is the way to go.,Other+Product+Ideas,3970,9/4/2013 8:59 PM,top
83444,CustIdea0001,Smoothie idea,Tea+%26+Other+Drinks,3950,3/18/2008 3:21 PM,top
108175,trw5099,Coconut,Coffee+%26+Espresso+Drinks,3910,2/26/2014 7:38 PM,top
49992,FrappGrl,Treat Receipts or other incentives applied to card,Starbucks+Card,3890,10/27/2014 2:11 AM,top
98238,BrianM,Starbucks Canvas Shopping Bags,Merchandise+%26+Music,3880,4/4/2008 8:52 AM,top
94243,Steve2,Please do not go into the wine business!,Coffee+%26+Espresso+Drinks,3880,6/25/2010 6:16 AM,top
111283,Metcons,Products NOT made in China,Merchandise+%26+Music,3870,8/21/2012 7:56 AM,top
28074,CustIdea0001,Drink of the month and giving to charity,Building+Community,3860,3/18/2008 3:21 PM,top
111272,she123,Use rewards for rewards-only cup or mug,Merchandise+%26+Music,3860,11/20/2013 7:02 PM,top
58466,Jonnylaw,"""Pour Drains"" in the Fixin' Stations",Atmosphere+%26+Locations,3850,6/11/2011 3:17 PM,top
83446,CustIdea0001,Keep going with lowfat options!,Tea+%26+Other+Drinks,3840,3/18/2008 3:21 PM,top
93041,evadare,$2.99 drinks,Coffee+%26+Espresso+Drinks,3830,12/8/2009 10:48 AM,top
78290,cfurrun,Offer almond or coconut milk as a non dairy alternative,Other+Product+Ideas,3810,7/31/2013 9:12 PM,top
92438,bab1883,"Honor the ""tea"" drinkers and have a day just for them",Tea+%26+Other+Drinks,3800,12/18/2010 6:27 AM,top
45817,claywings,SOY Sad! :(,Starbucks+Card,3790,9/18/2012 12:42 PM,top
2368,audreym6,Better incentives for personal mugs,Social+Responsibility,3750,3/27/2008 1:08 PM,top
18800,javajavajava,Make Free WiFi very simple to use,Other+Experience+Ideas,3730,12/6/2009 12:20 PM,top
82247,markasmith,Speedy way to order a favorite drink,New+Technology,3730,6/10/2012 7:05 PM,top
58429,DnD,Allow my card to be used at Barnes & Noble Starbucks store,Atmosphere+%26+Locations,3730,12/21/2010 1:40 PM,top
78291,Coffeemum2,More Coupons Please!,Other+Product+Ideas,3710,7/29/2011 6:31 PM,top
49443,hudtex,Reward Star Per Drink,Starbucks+Card,3710,11/20/2013 6:30 PM,top
10596,kbgrissom,Extra star for personal cup use,Social+Responsibility,3710,2/1/2014 1:40 PM,top
3731,aedjones,Go green!,Social+Responsibility,3700,6/24/2008 6:53 PM,top
58350,BuenosAires,I'd love to have a formalized 'Shout-Out' for the employees when they give excellent customer service!,Atmosphere+%26+Locations,3680,8/10/2010 6:33 PM,top
78338,CaptJack,Recycle coffee sleeve into stamp card!,Other+Product+Ideas,3670,3/19/2008 1:33 PM,top
31435,DanielaIorli,Student Discounts,"Ordering,+Payment+%26+Pick-Up",3670,3/2/2010 2:57 PM,top
45624,thebestbunny,GIVE ME BACK MY FREE SOY MILK,Starbucks+Card,3640,9/18/2012 9:41 AM,top
112128,PSI,Happy Hour Frap Again,Frappuccino+Beverages,3640,6/22/2010 9:16 AM,top
46374,DonnaO,Stars Should be Earned Per Drink Not Per Transaction,Starbucks+Card,3630,1/31/2013 12:53 PM,top
166,teachrunning,Free treat after 10 purchased,Food,3630,8/9/2011 7:12 PM,top
116509,ZC121,Create specialty drinks for Diabeitc customers,Frappuccino+Beverages,3620,6/24/2011 8:45 AM,top
3069,mokigirl,"PLEASE ask customers if they would prefer their drink ""for here or to go""",Social+Responsibility,3600,4/19/2008 12:16 PM,top
45557,jodys,"Bad move, Starbucks",Starbucks+Card,3600,9/18/2012 9:27 AM,top
63897,javalover33,More healthy menu items,Food,3590,6/24/2010 1:46 PM,top
44357,ModernRock,Bonus for refilling your Starbucks Card,Starbucks+Card,3580,11/24/2009 7:55 AM,top
116309,annabanana89,More BOGO (buy one get one) deals and more happy hour,Frappuccino+Beverages,3570,11/20/2013 6:36 PM,top
68147,Tsolum,Food changes at Starbucks,Food,3570,8/18/2013 3:13 PM,top
47354,qsouz99,A free reward when you hit gold status,Starbucks+Card,3530,8/5/2013 10:30 AM,top
42215,Gabou,Small starbucks card for key chain,"Ordering,+Payment+%26+Pick-Up",3530,11/20/2012 5:37 AM,top
92439,chaifreak,Sugar free chai tea!,Tea+%26+Other+Drinks,3520,6/6/2013 3:34 AM,top
10643,PersonalCup,Brew Directly Into Personal Cup,Social+Responsibility,3520,5/21/2009 7:15 AM,top
10498,carguysm,Larger Discount for Personal Cup,Social+Responsibility,3520,8/14/2013 8:06 PM,top
65954,DC16,Bring Back Pumpkin Bread and the other old favorites,Food,3520,10/20/2013 1:00 PM,top
42331,jakishere,SBUX card is practically useless w/o free soy and syrup.,"Ordering,+Payment+%26+Pick-Up",3510,9/18/2012 6:16 PM,top
58770,NatLaugh,MORE SEATING LESS RETAIL,Atmosphere+%26+Locations,3470,4/7/2008 10:35 AM,top
107664,lytlee,milk alternatives,Coffee+%26+Espresso+Drinks,3450,7/11/2013 4:45 AM,top
116326,starkbck,Sugarfree Frappuccino,Frappuccino+Beverages,3450,3/19/2008 1:13 PM,top
111018,elsmd,Sell merchandise made in the USA,Merchandise+%26+Music,3430,12/21/2012 3:19 PM,top
58554,debbiejf,Bring back seating!!!,Atmosphere+%26+Locations,3390,4/5/2013 1:59 PM,top
108162,sunflowersue30,Gold card perks,Coffee+%26+Espresso+Drinks,3390,11/20/2013 6:54 PM,top
63954,rkymtgirl8,"Gluten free, sugar free, dairy free, vegan, organic, raw 16,944 thumbs up",Food,3380,3/11/2011 11:59 AM,top
30163,ASP317,Sanitation,"Ordering,+Payment+%26+Pick-Up",3370,10/17/2008 10:41 AM,top
105896,issaellen,Free Drink with Purchase of Reusable Cup,Merchandise+%26+Music,3360,7/19/2011 3:24 PM,top
111526,emacs,Sell products made in USA,Merchandise+%26+Music,3360,9/16/2012 7:42 PM,top
111073,d1nonly,Venti reusable cups,Merchandise+%26+Music,3360,11/17/2013 10:01 AM,top
42301,jenninGA,Stars for Survey Participation,"Ordering,+Payment+%26+Pick-Up",3350,1/23/2014 7:00 AM,top
43954,sunpelic,Free Birthday Drink at Instant,Starbucks+Card,3350,10/14/2010 8:26 PM,top
88160,RKC2010,Charge by the number of tea bags not the size of the drink,Tea+%26+Other+Drinks,3320,1/7/2012 9:45 PM,top
97952,xpelled,cups artwork,Merchandise+%26+Music,3310,3/22/2008 7:18 AM,top
57361,r_rachelle,Less franchisees that claim to be Starbucks but do not operate the same as Starbucks!,Atmosphere+%26+Locations,3310,11/14/2013 4:11 AM,top
107846,CORVETTELYN,Discount when you add dollars onto you gold card,Coffee+%26+Espresso+Drinks,3300,11/20/2013 6:29 PM,top
111738,Court76,Dark Chocolate Frappuccino,Frappuccino+Beverages,3300,3/21/2008 11:53 AM,top
67227,Wombat42,"Clearly Marked Vegan, Non-Dairy and Allergy Safe Baked Goods",Food,3290,3/24/2008 8:31 AM,top
42217,TheKwan,"Online menu with full list of customization/terms, plus suggestions on how to order like a barista to increase efficiency in ordering","Ordering,+Payment+%26+Pick-Up",3290,8/17/2010 12:27 AM,top
46430,sunjester,Display free rewards on the register,Starbucks+Card,3270,11/12/2012 12:33 PM,top
77612,Bouv2Max,Starbucks & Bawls. A Wonderful Combination!,Other+Product+Ideas,3260,4/22/2008 9:04 PM,top
90110,brodes,rewards card,Tea+%26+Other+Drinks,3240,7/23/2008 12:43 PM,top
114437,emilie_dance,Mocha Peanut Butter Cup Frappuccino,Frappuccino+Beverages,3220,5/9/2013 4:01 AM,top
78293,Organic,Organic Coffee,Other+Product+Ideas,3210,3/19/2008 12:12 PM,top
83388,Sandler,Organic drink options,Tea+%26+Other+Drinks,3200,3/24/2008 3:17 PM,top
95307,snikle1021,Losing the competitive edge by eliminating free soy/syrup,Coffee+%26+Espresso+Drinks,3180,9/18/2012 8:35 PM,top
103496,Jadora1,Make your iced venti tumblers 24oz,Merchandise+%26+Music,3170,8/24/2009 6:10 AM,top
46308,tgurnett,Free Sample Offer email,Starbucks+Card,3170,9/30/2010 4:13 PM,top
103046,malary1554555,Peanut butter latte!! Or any peanut butter beverage...,Coffee+%26+Espresso+Drinks,3150,4/1/2010 1:46 PM,top
39199,sabfsu,Group Order Form!,"Ordering,+Payment+%26+Pick-Up",3140,4/21/2008 7:35 PM,top
82802,bjornlarson,Survey Reward: Add $1 to a registered Starbucks card when survey is completed,New+Technology,3140,7/17/2012 5:24 AM,top
62527,khanefeld,unsold pastries donated to local homeless shelter/soup kitchen,Food,3130,11/18/2009 7:02 PM,top
92306,portillo,Dark chocolate beverages,Tea+%26+Other+Drinks,3110,3/20/2013 6:44 AM,top
91732,EllieU17,More Tea!,Tea+%26+Other+Drinks,3100,3/16/2012 3:07 AM,top
45813,Venida,Keep soymilk & syrups free!!,Starbucks+Card,3100,9/22/2012 5:19 PM,top
95216,Boo2u,KEEP the SYRUPS!!!!!,Coffee+%26+Espresso+Drinks,3100,9/18/2012 8:14 AM,top
44468,jetlagpam,Make Golds more special!,Starbucks+Card,3090,7/2/2010 11:04 AM,top
108181,DWAbernathy,milk alternatives,Coffee+%26+Espresso+Drinks,3090,2/14/2014 7:53 AM,top
58790,MAXALAXA,HOOKS IN RESTROOMS .... STATUS?,Atmosphere+%26+Locations,3080,9/24/2013 3:04 PM,top
45091,grahamb,Gold Card Free Drink Size Upgrade,Starbucks+Card,3080,3/10/2010 10:14 AM,top
110049,mhill95,"If you spend $20 for an insulated cup, why not fill it.",Merchandise+%26+Music,3070,6/29/2012 8:33 PM,top
29107,lawber,Why is it complicated?,"Ordering,+Payment+%26+Pick-Up",3060,4/30/2008 9:49 PM,top
65269,Joazz,Better food options for diabetics,Food,3060,2/17/2011 3:59 PM,top
47249,coffeecrazy101,WHY TAKE AWAY ALL THE GOOD STARBUCKS *REWARDS*?!,Starbucks+Card,3060,9/28/2012 8:35 PM,top
46293,QFA380,"Reward Customers Fairly - Stars Per Item, Not Per Transaction",Starbucks+Card,3060,3/28/2013 9:59 AM,top
10636,ohpetal,Don't throw away a disposable cup each time you bring in a reusable cup!,Social+Responsibility,3040,5/15/2011 1:34 PM,top
107847,caffieneluv,Dark Chocolate Espresso Drink,Coffee+%26+Espresso+Drinks,3040,11/20/2013 6:25 PM,top
61441,Boiseen,Hummus Pack,Food,3030,5/4/2011 8:32 PM,top
83104,fixthis,Allow people to mark ideas as duplicates,New+Technology,3030,8/9/2011 11:16 AM,top
116496,beavervalley,"PLEASE PLEASE Starbucks, some new flavors for your Frappuccinos so tired of the old ones.",Frappuccino+Beverages,3030,3/20/2013 11:30 AM,top
93495,Destelle,Sugar-free/low-cal options,Coffee+%26+Espresso+Drinks,3030,12/21/2009 6:20 AM,top
107849,jeremiahstingl,Free extra shot upgrade with gold card,Coffee+%26+Espresso+Drinks,3020,11/20/2013 8:09 PM,top
111737,trwart,Banana coconut Frappuccino,Frappuccino+Beverages,3020,4/6/2008 11:46 AM,top
10996,HvMyShft,HaveMyShift.com - Work Flexibly. Live Hapily.,Other+Experience+Ideas,3000,3/20/2008 12:18 PM,top
107390,VAMPESS7,Do not charge Gold Members for syrups,Coffee+%26+Espresso+Drinks,3000,11/20/2013 9:00 PM,top
98069,orwell88,apparel,Merchandise+%26+Music,2980,3/19/2008 12:56 PM,top
64600,KatB,Bring back the chocolate croissant,Food,2980,7/22/2010 11:39 AM,top
46297,cherrybomb2727,free drink on anniversary date of becoming gold card memeber,Starbucks+Card,2970,3/21/2013 9:47 AM,top
90997,latte2you,sugarfree Iced Via coffee packets,Tea+%26+Other+Drinks,2970,8/9/2011 10:12 AM,top
49984,mrg1973,"More stars based on purchases, not number if orders",Starbucks+Card,2970,10/11/2014 7:28 PM,top
47236,Nick14902,Don't Let Gold Card Rewards Expire,Starbucks+Card,2960,4/3/2013 4:39 PM,top
59256,Sasha43,Promote Afternoon Teatime at Starbucks,Atmosphere+%26+Locations,2960,3/5/2010 10:48 AM,top
6761,Sheman,Diaper changeing tables in the bathrooms,Social+Responsibility,2930,5/5/2011 11:01 AM,top
102833,ccantieri,Dark chocolate mocha in stores,Coffee+%26+Espresso+Drinks,2900,4/9/2012 6:19 AM,top
43978,annestarbucks,"If you get more than 30 stars a year, have the free drink be every 10 drinks",Starbucks+Card,2900,4/19/2011 8:13 PM,top
107623,lovingsbucks20,Coconut Milk Option,Coffee+%26+Espresso+Drinks,2890,11/14/2013 4:37 PM,top
67957,missbssy,At least One Excellent Low-Carb food item,Food,2890,3/19/2008 8:28 PM,top
111735,SirMark,NO SUGAR ADDED Whipped Cream- Why not?,Frappuccino+Beverages,2890,7/6/2010 10:06 PM,top
105205,MarkDavid,Don't Change The Logo!!,Merchandise+%26+Music,2880,1/5/2011 11:53 AM,top
40336,RCompton87,Customizable Starbucks Card,Starbucks+Card,2880,10/5/2011 12:27 AM,top
67617,abug,Gluten free/ dairy free options,Food,2880,8/20/2013 3:23 PM,top
42304,alanisfuzzy,Rewards program is a joke w/o free syrup and soy choices,"Ordering,+Payment+%26+Pick-Up",2870,9/18/2012 2:12 PM,top
92099,mselenica,To make the Peach Green Tea Lemonade non-seasonal,Tea+%26+Other+Drinks,2870,8/30/2013 10:21 PM,top
26332,cofesnob,"Three Words: Small, Medium, Large","Ordering,+Payment+%26+Pick-Up",2860,3/19/2008 8:12 PM,top
44181,irishone,Starbucks Card Loaded with your top three beverages,Starbucks+Card,2860,7/30/2010 4:12 PM,top
91733,Contained,Discounts for non coffee drinks,Tea+%26+Other+Drinks,2860,11/12/2013 12:25 PM,top
39226,PhotoGraphicGr,Favorite Beverage Ordering Code,"Ordering,+Payment+%26+Pick-Up",2860,5/4/2012 11:12 AM,top
58817,ColsWestSB,Temperature - Too Cold,Atmosphere+%26+Locations,2860,11/14/2009 10:08 AM,top
58771,truenorthblond,Train Your Staff about the refill policy,Atmosphere+%26+Locations,2850,10/26/2013 7:45 PM,top
73341,pmww2486,Starbucks Flavored Via Muffins,Other+Product+Ideas,2820,11/3/2010 4:02 PM,top
116308,lovehotcocoa,BRING BACK MOCHA COOKIE CRUMBLE FRAPPUCCINO,Frappuccino+Beverages,2820,11/20/2013 6:15 PM,top
45035,CoffeeAAA,No Card use at the Other Non-Starbuck Stores,Starbucks+Card,2810,3/11/2010 8:48 AM,top
111197,WeB3LI3Ve,Discount on personal cups,Merchandise+%26+Music,2810,4/22/2011 1:27 PM,top
67071,SFirmin,Gluten Free & Dairy Free items,Food,2790,12/8/2012 8:20 AM,top
40325,gotogirlclt,Awkward:  NONE of the Starbucks employees (anywhere I've gone across the country) seem to know it is a free TALL BEVERAGE with the purchase of a bag of beans for gold card members.,Starbucks+Card,2790,9/18/2011 8:45 AM,top
116297,starbackscrazy,Have mocha-coconut frappuccino all year round,Frappuccino+Beverages,2780,3/22/2013 12:31 PM,top
95168,kstahl,Loss of Benefits,Coffee+%26+Espresso+Drinks,2780,9/19/2012 5:06 AM,top
78166,sequinsupreme,more than 10 discount for bringing Reusable Cup,Other+Product+Ideas,2780,2/11/2014 8:59 PM,top
44534,holmesr1,Starbucks needs to stop glossing over the fact that their new program stinks,Starbucks+Card,2770,1/26/2010 1:19 PM,top
92152,PinkCadillac,Include chai latte in your promos for BOGO,Tea+%26+Other+Drinks,2760,11/20/2013 7:32 PM,top
44749,historygirl,Rewards Program for Members,Starbucks+Card,2750,9/30/2010 5:21 PM,top
92301,quang0,Bring back the old tea prices!,Tea+%26+Other+Drinks,2750,1/14/2010 6:18 PM,top
46280,BA10,Always redeem the oldest reward coupon first,Starbucks+Card,2750,12/4/2012 5:17 PM,top
94896,Ennoid,Gold members get a free shot,Coffee+%26+Espresso+Drinks,2750,8/19/2012 8:01 PM,top
64340,coffeecrazy101,Gluten- & dairy-free food options?,Food,2750,9/28/2012 8:39 PM,top
109118,mln221,Bring back original city mugs!,Merchandise+%26+Music,2720,11/20/2013 6:30 PM,top
58789,orangenj,Don't play Christmas music until Thanksgiving Day,Atmosphere+%26+Locations,2720,11/16/2011 3:16 PM,top
46302,dmrn,longer expiry for rewards,Starbucks+Card,2720,3/18/2013 10:12 AM,top
15601,justinflood,Bring back that old Starbucks coffee house atmosphere!,Other+Experience+Ideas,2710,6/11/2010 7:40 AM,top
107856,momtojm,New Soy Milk is disgusting...please bring back silk!,Coffee+%26+Espresso+Drinks,2710,1/10/2009 12:20 PM,top
58928,highroad,A coffee bar,Atmosphere+%26+Locations,2710,3/19/2008 1:05 PM,top
111739,wildeyjr,Blackberry Green Tea Frappuccino,Frappuccino+Beverages,2700,4/3/2008 4:53 PM,top
96675,Bebe13,PLEASE PLEASE OFFER Almond milk!!!,Coffee+%26+Espresso+Drinks,2700,9/20/2012 4:26 PM,top
112286,sik51509,frapp friday,Frappuccino+Beverages,2700,5/9/2010 8:39 AM,top
95151,r542406,$99 idea,Coffee+%26+Espresso+Drinks,2690,3/19/2008 2:51 PM,top
108178,NancyL,Venti size......please,Coffee+%26+Espresso+Drinks,2690,10/14/2013 4:03 PM,top
95441,fpalmer321,Grandfather Gold Card soy/syrup upgrades,Coffee+%26+Espresso+Drinks,2690,10/18/2012 8:44 AM,top
91634,lisa_c,Coupons for hot chocolate,Tea+%26+Other+Drinks,2680,10/28/2013 7:53 PM,top
66982,daisy6,Allergen information,Food,2660,6/22/2008 7:18 AM,top
22712,mochachocha,Who monitors this site?,Other+Involvement+Ideas,2660,3/30/2009 10:05 PM,top
112064,PiersonDavid,Mint Chocolate Chip Frappuccino,Frappuccino+Beverages,2650,7/29/2010 4:44 PM,top
97755,Cbruzzo,Localize the music,Merchandise+%26+Music,2650,3/19/2008 6:59 AM,top
115017,mom2knt,Diabetic Friendly Frapaccino,Frappuccino+Beverages,2640,11/20/2013 6:57 PM,top
105487,beckylbranch,Dark Chocolate frapuccino,Coffee+%26+Espresso+Drinks,2640,4/7/2013 10:31 AM,top
66087,erinverboom,Bring Back the Espresso Brownie!,Food,2620,11/19/2013 10:35 PM,top
15403,xshawx,Starbucks Blackberry App?,Other+Experience+Ideas,2620,12/8/2009 10:50 PM,top
112261,morningchai,Happy Hour vs Treat Receipt,Frappuccino+Beverages,2610,5/11/2010 10:48 PM,top
92402,leslilynne,Brew Teavana Tea,Tea+%26+Other+Drinks,2610,10/15/2013 10:37 AM,top
69750,macup,you need a claim . . .,Other+Product+Ideas,0,5/26/2008 3:03 AM,middle
115773,annieandrewss,Cookies 'n Creme Frappuccino,Frappuccino+Beverages,0,5/25/2014 5:03 PM,middle
