suggestionId,author,title,category,votes,timestamp,segment,n_comments,author_betweenness,author_degree_w,author_community,author_role,success
93129,bonebag227,Lactose Free Milk Option,Coffee+%26+Espresso+Drinks,26720,8/8/2010 6:59 PM,top,49.0,0.0,0,-1,unknown,1
116312,kaichela,Free drink on your gold day anniversary,Frappuccino+Beverages,26510,11/20/2013 6:15 PM,top,50.0,0.0,0,-1,unknown,1
46449,ElisabethsTeam,Keep Free Syrups!,Starbucks+Card,24170,9/18/2012 8:00 AM,top,49.0,0.0,0,-1,unknown,1
50223,mzwynter,You have lost the community coffee house feel,Atmosphere+%26+Locations,24130,3/20/2008 3:35 PM,top,48.0,0.0,0,-1,unknown,1
107408,emd220,3 shots in a venti espresso drinks,Coffee+%26+Espresso+Drinks,24080,11/20/2013 6:05 PM,top,50.0,0.0,0,-1,unknown,1
2197,Lisa,Reusable cups,Social+Responsibility,23010,3/19/2008 12:23 PM,top,50.0,0.0,0,-1,unknown,1
107602,diek,Bring back the Mocha Valencia,Coffee+%26+Espresso+Drinks,22390,2/17/2012 4:47 PM,top,24.0,0.0,0,-1,unknown,1
44571,Momx4,Bring Back Original Gold Card,Starbucks+Card,21970,1/21/2010 10:02 AM,top,1.0,0.0,0,-1,unknown,1
54643,JoAnna,Sofas and Chairs,Atmosphere+%26+Locations,21910,2/12/2009 9:21 AM,top,33.0,0.0,0,-1,unknown,1
42206,Starryeyes,Please change the expiration date on free drinks earned from 30 days to at least 90 days!with my gold card.  Expiration after 30 days is not enough!,"Ordering,+Payment+%26+Pick-Up",21800,4/8/2013 1:03 PM,top,44.0,0.0,0,-1,unknown,1
26714,bec,Raise the Cup Discount,"Ordering,+Payment+%26+Pick-Up",21780,3/25/2008 7:41 PM,top,33.0,0.0,0,-1,unknown,1
96541,colemkiniry,Offer a Skinny Pumpkin Spice Latte!!,Coffee+%26+Espresso+Drinks,21330,9/23/2010 10:04 AM,top,34.0,0.0,0,-1,unknown,1
218,Goonie,"Lose the high-fructose corn syrup (in flavor shots), go for real sugar",Tea+%26+Other+Drinks,20170,3/19/2008 5:30 PM,top,41.0,0.0,0,-1,unknown,1
55658,bobreese,Sanitation In Bathrooms,Atmosphere+%26+Locations,19590,3/19/2008 11:38 AM,top,48.0,0.0,0,-1,unknown,1
42351,JadedBarista,Improve the Rewards Program,"Ordering,+Payment+%26+Pick-Up",19530,9/9/2013 10:07 PM,top,50.0,0.0,0,-1,unknown,1
83333,IronGuar,"Less Ice, More Drink",Tea+%26+Other+Drinks,19430,3/31/2008 7:43 AM,top,50.0,0.0,0,-1,unknown,1
66168,PartnerMolly,Mark down prices in the evening for food that will be marked out that night.,Food,18810,11/1/2013 4:44 PM,top,50.0,0.0,0,-1,unknown,1
64056,jcsoda,Half-off Pasteries after 9 P.M.,Food,18690,4/11/2008 8:10 AM,top,43.0,0.0,0,-1,unknown,1
49669,stjapkes,Load email offers on starbucks card,Starbucks+Card,18610,11/6/2013 12:25 PM,top,37.0,0.0,0,-1,unknown,1
48956,musikdude,Year End Total Bonus Reward,Starbucks+Card,18120,11/20/2013 6:44 PM,top,49.0,0.0,0,-1,unknown,1
93886,zkatk,Bring Back Almond!,Coffee+%26+Espresso+Drinks,18040,5/13/2010 7:22 PM,top,48.0,0.0,0,-1,unknown,1
50866,Judy,I could use a shelf!,Atmosphere+%26+Locations,18040,3/20/2008 4:13 PM,top,50.0,0.0,0,-1,unknown,1
82769,GrandeSFVLatte,Paperless Treat Receipts for gold card members,New+Technology,17700,10/14/2010 2:45 PM,top,29.0,0.0,0,-1,unknown,1
49463,usedtobeafan,Require licensee stores to participate in rewards and card programs,Starbucks+Card,17530,11/14/2013 9:00 AM,top,50.0,0.0,0,-1,unknown,1
49915,starbaby,"More kid friendly? Please, no.",Atmosphere+%26+Locations,17400,3/19/2008 4:19 PM,top,49.0,0.0,0,-1,unknown,1
67725,Julieyum,Please bring back old bakery goods!,Food,17080,6/10/2013 3:07 PM,top,50.0,0.0,0,-1,unknown,1
26242,CustIdea0001,Happy Hours,"Ordering,+Payment+%26+Pick-Up",16890,3/18/2008 3:21 PM,top,48.0,0.003066686037294412,508,7,contributor,1
49925,catville,Later Weekend Hours,Atmosphere+%26+Locations,16810,3/19/2008 12:03 PM,top,49.0,0.0,0,-1,unknown,1
108169,coffeediva212,Stop charging $0.60 extra for SOY!,Coffee+%26+Espresso+Drinks,16430,11/20/2013 6:13 PM,top,50.0,0.0,0,-1,unknown,1
104331,moonfish124,More Products Made in the USA,Merchandise+%26+Music,16370,11/7/2010 3:35 AM,top,23.0,0.0,0,-1,unknown,1
103058,VicHugo,Make sure customers get full drinks.,Coffee+%26+Espresso+Drinks,16350,4/18/2011 11:42 AM,top,50.0,0.0,0,-1,unknown,1
53044,jerilee,no smoking by front door,Atmosphere+%26+Locations,16290,5/11/2008 5:54 PM,top,50.0,0.0,0,-1,unknown,1
2185,DoctorT,Biodegradable drink & food containers,Social+Responsibility,16100,3/19/2008 1:58 PM,top,28.0,0.0,0,-1,unknown,1
92385,MarshaDell,Coupons for Tea Drinkers,Tea+%26+Other+Drinks,16040,4/23/2013 9:52 AM,top,50.0,0.0,0,-1,unknown,1
107368,ckenndy3,earned rewards never expire,Coffee+%26+Espresso+Drinks,15930,11/22/2013 12:50 PM,top,20.0,0.0,0,-1,unknown,1
26234,chriss,Get rid of tip jars,"Ordering,+Payment+%26+Pick-Up",15900,3/19/2008 11:23 AM,top,50.0,0.0,0,-1,unknown,1
87686,Queen423,Sugar - free Chai Tea Latte,Tea+%26+Other+Drinks,15220,9/21/2011 10:05 AM,top,10.0,0.0,0,-1,unknown,1
107697,ruvain,Transactions,Coffee+%26+Espresso+Drinks,14380,11/20/2013 6:20 PM,top,20.0,0.0,0,-1,unknown,1
45565,{FBE035B4-857F-4ACC-9600-4FBF30DCD3A4},Flexible Gold Card Benefits,Starbucks+Card,14370,10/20/2011 4:35 PM,top,50.0,0.0,42,0,contributor,1
107585,CoffeeAddikt,BRING BACK the FREE Tall beverage with the purchase of a bag of coffee,Coffee+%26+Espresso+Drinks,14370,11/1/2012 7:42 PM,top,27.0,0.0,0,-1,unknown,1
102548,chu,free drink/food award that does not expire,Coffee+%26+Espresso+Drinks,14360,11/20/2013 7:13 PM,top,18.0,0.0,0,-1,unknown,1
95592,tulefog,"Plain soymilk, no sugar",Coffee+%26+Espresso+Drinks,14260,5/13/2011 7:06 AM,top,14.0,0.0,0,-1,unknown,1
16351,MamaMcCarl,Barista Appreciation Day,Other+Experience+Ideas,14080,1/3/2011 10:51 AM,top,45.0,0.0,0,-1,unknown,1
107842,Lindzpy87,Take High Fructose Corn Syrup out of the Caramel Sauce,Coffee+%26+Espresso+Drinks,14030,4/19/2012 11:36 AM,top,28.0,0.00039420254022316125,49,12,contributor,1
83383,HG,Soy charge,Tea+%26+Other+Drinks,13830,3/23/2008 9:15 PM,top,50.0,0.0,0,-1,unknown,1
99605,SteffiR,Less ice on cold drinks.. And more of the cold drink itself!,Coffee+%26+Espresso+Drinks,13790,11/20/2013 6:11 PM,top,32.0,2.3132559636508142e-07,49,12,contributor,1
49341,zuroffh1,Bring back free extras for gold card.,Starbucks+Card,13210,11/20/2013 6:19 PM,top,35.0,0.0,0,-1,unknown,1
67761,mickey,Sugar Free / Low Carb / Gluten Free,Food,13120,3/20/2008 8:02 PM,top,50.0,0.0,0,-1,unknown,1
45497,kmi29,Starbucks Mini Gold Card,Starbucks+Card,12940,3/25/2010 9:45 PM,top,38.0,0.0,0,-1,unknown,1
338,wychykelly,Bring back Mocha Coconut and Coconut Crme Frappuccino Blended Beverages,Frappuccino+Beverages,12650,4/6/2014 6:48 AM,top,49.0,0.0,0,-1,unknown,1
40225,lilikoi,Double points day!,Starbucks+Card,12540,6/25/2011 1:53 PM,top,49.0,6.586024794493354e-06,48,0,contributor,1
67800,mlbarber,Bring Back at Least Some of Original Pastry Line,Food,12540,11/5/2013 11:55 AM,top,47.0,0.0,0,-1,unknown,1
82990,benchley2,Order through app,New+Technology,12340,7/12/2012 7:57 PM,top,50.0,0.0,0,-1,unknown,1
54638,mulderjam,local art in stores please,Atmosphere+%26+Locations,12140,1/28/2009 4:50 PM,top,8.0,3.0855144362815734e-06,7,37,contributor,1
42302,mynameislauren,Increase personal cup discount with prices please!,"Ordering,+Payment+%26+Pick-Up",12130,3/27/2012 4:04 PM,top,31.0,0.0,0,-1,unknown,1
20273,gretchen1109,Rewards at Target,Other+Experience+Ideas,12120,11/20/2013 6:47 PM,top,4.0,0.0,0,-1,unknown,1
30332,MimiSnn,Coupons,"Ordering,+Payment+%26+Pick-Up",12120,12/15/2008 9:59 AM,top,18.0,0.0,0,-1,unknown,1
11081,julieC,Voting system on this site.,Other+Experience+Ideas,12080,3/19/2008 1:44 PM,top,31.0,3.990185285558116e-09,47,7,contributor,1
26237,CustIdea0001,Want my drink to taste the same at all stores,"Ordering,+Payment+%26+Pick-Up",12070,3/18/2008 3:21 PM,top,50.0,0.003066686037294412,508,7,contributor,1
96371,quadshotabe,Samples Days,Coffee+%26+Espresso+Drinks,11840,6/3/2009 6:02 AM,top,31.0,0.0,0,-1,unknown,1
116577,lrschear,More Comfortable Seating Areas,Atmosphere+%26+Locations,11780,12/8/2009 1:20 PM,top,47.0,0.0,0,-1,unknown,1
50033,cmlstudio,Allow free  rewards to last longer than 30 days,Starbucks+Card,11770,4/22/2014 12:57 PM,top,40.0,0.0,0,-1,unknown,1
92051,crnemz,More Variety For Tea Drinkers,Tea+%26+Other+Drinks,11700,3/31/2010 10:05 PM,top,50.0,0.0,0,-1,unknown,1
48915,bjolliff,Earned Free Drinks should not expire so quickly,Starbucks+Card,11680,11/20/2013 6:36 PM,top,34.0,0.0,0,-1,unknown,1
50010,sadinjc,A drain to pour out the extra coffee,Atmosphere+%26+Locations,11580,3/19/2008 1:54 PM,top,49.0,0.0,8,7,contributor,1
49323,pittsburgh0912,Golden Anniversary,Starbucks+Card,11530,11/20/2013 6:43 PM,top,12.0,0.0,0,-1,unknown,1
93711,44rsleave,Stevia! Please!,Coffee+%26+Espresso+Drinks,11310,7/14/2010 6:27 AM,top,20.0,0.0,0,-1,unknown,1
2141,claudiag,Real cups/mugs,Social+Responsibility,11150,3/19/2008 8:32 PM,top,30.0,0.0,0,-1,unknown,1
37194,rotto,Use notifications or calendar reminder for expiring free drinks,"Ordering,+Payment+%26+Pick-Up",10960,10/29/2013 4:15 PM,top,19.0,0.0,0,-1,unknown,1
67980,Horseman1,Need more pasteries a diabetic can eat. Most stores cary none.,Food,10850,4/28/2011 10:51 AM,top,15.0,0.0,0,-1,unknown,1
116302,roknrobn,Frappy Hour,Frappuccino+Beverages,10790,5/6/2010 5:57 AM,top,36.0,0.0,0,-1,unknown,1
50094,anna80020,personalized cards,Starbucks+Card,10710,10/23/2013 9:06 AM,top,28.0,0.0,0,-1,unknown,1
55661,NightNurses,Have late night locations near hospitals,Atmosphere+%26+Locations,10610,12/13/2009 11:33 PM,top,43.0,0.0,0,-1,unknown,1
101269,play2windad,Custom Tee Shirt with Personal Drink Order,Merchandise+%26+Music,10460,7/17/2009 9:26 AM,top,5.0,0.0,0,-1,unknown,1
93643,julywest,DARK CHOCOLATE,Coffee+%26+Espresso+Drinks,10430,1/6/2010 12:59 PM,top,47.0,0.0,0,-1,unknown,1
49947,Freddie,More laptop power connections,Atmosphere+%26+Locations,10420,3/19/2008 12:20 PM,top,31.0,0.0,0,-1,unknown,1
108177,omggmo,Need organic and non-gmo options at STARBUCKS,Coffee+%26+Espresso+Drinks,10320,3/7/2014 3:55 PM,top,30.0,0.0,0,-1,unknown,1
116288,dkchocodrinker,Bring back Dark Chocolate Mocha Frappuccion!,Frappuccino+Beverages,10290,1/5/2011 5:34 AM,top,24.0,2.373715039937291e-06,23,1,contributor,1
30579,Tmhennings,Put Names on the Cup in all stores,"Ordering,+Payment+%26+Pick-Up",10150,6/18/2009 2:17 PM,top,20.0,0.0,0,-1,unknown,1
111722,drinks1,frap mix - bring back the old mix!!,Frappuccino+Beverages,10140,4/10/2010 5:41 PM,top,50.0,0.0,0,-1,unknown,1
95720,crwkaw2000,light soy milk,Coffee+%26+Espresso+Drinks,10050,7/11/2011 6:19 AM,top,0.0,0.0,0,-1,unknown,1
92996,greatmoc,Reward your steady customers,Coffee+%26+Espresso+Drinks,10040,12/8/2009 12:02 PM,top,32.0,0.0,0,-1,unknown,1
108166,jester8909,Refills on Lattes!!,Coffee+%26+Espresso+Drinks,9670,9/15/2013 8:10 PM,top,42.0,3.250850817302901e-05,34,3,contributor,1
92477,akaydgm,Diabetic friendly menu,Tea+%26+Other+Drinks,9620,10/31/2010 5:28 PM,top,14.0,0.0,0,-1,unknown,1
102960,sgob88,Free syrup or extra shot of espresso with gold card,Coffee+%26+Espresso+Drinks,9610,11/20/2013 6:31 PM,top,12.0,0.0,0,-1,unknown,1
2009,jholder,Bright Idea,Social+Responsibility,9520,3/19/2008 11:11 AM,top,41.0,0.00012518049777089237,95,2,contributor,1
82859,dsphilly,windows phone 8 app,New+Technology,9470,12/4/2012 5:51 PM,top,43.0,0.0,0,-1,unknown,1
68669,efrogel0,Bring back the good scones!,Food,9160,4/2/2008 6:37 AM,top,48.0,0.0,0,-1,unknown,1
55463,Keppela,Free Wireless!,Atmosphere+%26+Locations,9140,8/6/2009 9:11 AM,top,12.0,0.0,0,-1,unknown,1
104622,GreatPerson,Stevia,Coffee+%26+Espresso+Drinks,9140,5/16/2012 1:06 PM,top,35.0,0.0,0,-1,unknown,1
107335,sophia333,More perks/ discounts for gold card member,Coffee+%26+Espresso+Drinks,9110,11/20/2013 7:18 PM,top,25.0,0.0,0,-1,unknown,1
40668,SBPgreatfalls,Random free drink coupons...,Starbucks+Card,9060,6/29/2011 12:14 AM,top,32.0,0.0005661633931615403,115,0,contributor,1
30380,mdsystem1,"Clearly Identify ""Licensed"" Stores","Ordering,+Payment+%26+Pick-Up",8950,11/14/2008 3:15 PM,top,50.0,0.00012669845073566815,37,1,contributor,1
83021,ToffMocha7762,Electronic Receipts for Card Users,New+Technology,8890,10/24/2010 1:58 PM,top,24.0,0.0,0,-1,unknown,1
41726,sfbiker,Ordering Kiosk,"Ordering,+Payment+%26+Pick-Up",8870,4/8/2008 2:38 PM,top,50.0,0.0,0,-1,unknown,1
63209,thommie,"Improve the pastries, PLEASE!!!!",Food,8820,5/4/2010 7:35 PM,top,29.0,0.005731768577404503,106,12,contributor,1
49983,JRowland,Signature Drink,Starbucks+Card,8810,5/29/2010 6:43 AM,top,18.0,0.0,0,-1,unknown,1
55696,amycat,Grocery Store Starbucks?!?,Atmosphere+%26+Locations,8780,3/19/2008 2:57 PM,top,49.0,0.0,0,-1,unknown,1
49735,OperaDolce,Starbucks' Refill Policy for Gold Members,Starbucks+Card,8700,10/15/2013 8:14 AM,top,47.0,0.0,0,-1,unknown,1
111607,haydukeii,Make a way for people to know what song is playing without having to ask the baristas.,Merchandise+%26+Music,8680,10/28/2010 5:27 AM,top,39.0,0.0,0,-1,unknown,1
50028,rosehip,bring back free syrup for reward members!!!!!!!!!,Starbucks+Card,8590,9/18/2012 11:56 AM,top,26.0,0.0,0,-1,unknown,1
50092,inspectrex,Anniversary gifts for years at gold,Starbucks+Card,8590,11/21/2013 9:53 AM,top,37.0,0.0,0,-1,unknown,1
44194,QueenLatte,Offer gold card holders either free shots of espresso or discounted price for each shot.,Starbucks+Card,8550,10/5/2010 10:06 AM,top,15.0,0.0,0,-1,unknown,1
42203,AshlynBarbee,Gold Card Drink Recognition,"Ordering,+Payment+%26+Pick-Up",8530,9/17/2013 10:02 AM,top,41.0,0.0,0,-1,unknown,1
67269,Kemosabe,Earned rewards should not expire,Food,8490,11/21/2013 3:07 AM,top,35.0,0.0,0,-1,unknown,1
11767,avivanco,Pay your partners more.,Other+Experience+Ideas,8460,3/25/2008 10:44 AM,top,50.0,0.0,0,-1,unknown,1
55702,mels_coffee,non-smoking patios,Atmosphere+%26+Locations,8460,6/1/2011 10:40 AM,top,32.0,0.0,0,-1,unknown,1
78195,dmilsner,Stars for each coffee purchase on one ticket,Other+Product+Ideas,8450,11/20/2013 7:09 PM,top,40.0,0.0,0,-1,unknown,1
116307,em_seeg,Where is the Mocha Coconut Frappuccino?,Frappuccino+Beverages,8430,4/30/2013 9:11 PM,top,17.0,0.0,0,-1,unknown,1
116209,originaladr,Bring back the Chocolate Brownie Frappuccino...please!,Frappuccino+Beverages,8430,5/13/2012 4:54 PM,top,27.0,0.0,0,-1,unknown,1
68661,AMMPark,"PLEASE PLEASE bring the ""old"" pastries back",Food,8360,2/3/2014 7:24 AM,top,49.0,0.0,0,-1,unknown,1
96685,melthom,Coconut milk,Coffee+%26+Espresso+Drinks,8320,8/9/2011 10:40 AM,top,10.0,0.0,0,-1,unknown,1
45563,Dynaride,Permanent Gold,Starbucks+Card,8260,7/2/2012 8:04 PM,top,26.0,1.3415044321422817e-07,49,2,contributor,1
86986,leytonstone,Free Refills For Tea Drinkers,Tea+%26+Other+Drinks,8220,10/27/2010 12:53 AM,top,26.0,0.0007027685573537996,21,1,contributor,0
26372,lbt,Receipts,"Ordering,+Payment+%26+Pick-Up",8210,3/20/2008 9:31 PM,top,20.0,0.0,0,-1,unknown,0
40199,Coltsfanforeve,Half price day for gold card members,Starbucks+Card,8160,5/31/2011 10:40 AM,top,12.0,0.0,0,-1,unknown,0
2255,jimokla,SENIOR CITIZEN Discounts !,Social+Responsibility,8150,2/7/2010 11:58 AM,top,15.0,0.0,0,-1,unknown,0
40672,JASBL,"As a Gold Card Member, There Should Be No Expiration on the Free Drink you EARN after 15 Stars",Starbucks+Card,8080,8/9/2011 12:42 PM,top,33.0,0.0,0,-1,unknown,0
116333,RewardsHound,Offer leftover frap drinks to customer prior to discarding.,Frappuccino+Beverages,8030,8/9/2011 10:34 AM,top,50.0,0.0,0,-1,unknown,0
64289,vlatte24,"Bring back ""Free Pastry Day""!",Food,8020,8/24/2011 9:28 AM,top,36.0,0.0009279241711384694,411,0,contributor,0
92437,chaitealover,More tea promotions!,Tea+%26+Other+Drinks,8020,6/8/2009 9:40 AM,top,19.0,0.0,0,-1,unknown,0
109181,marggieannie,American Made,Merchandise+%26+Music,7960,10/26/2013 1:09 PM,top,50.0,0.0,0,-1,unknown,0
339,joaceves0804,Double points on weekends,Frappuccino+Beverages,7960,11/20/2013 8:04 PM,top,13.0,0.0,0,-1,unknown,0
113242,inspiredwish,Special Beverage Of the Day,Frappuccino+Beverages,7910,7/28/2011 4:28 PM,top,12.0,0.0,0,-1,unknown,0
103319,kolendon,Collectable localized Starbucks mugs/cups,Merchandise+%26+Music,7890,12/8/2009 10:53 AM,top,9.0,0.0,0,-1,unknown,0
68489,zschmidl,Organic/Vegan,Food,7820,7/24/2008 9:33 AM,top,50.0,0.0,0,-1,unknown,0
25825,GoUtes91,Bring back 10% off purchase when using Gold Card,"Ordering,+Payment+%26+Pick-Up",7820,11/21/2013 4:52 AM,top,14.0,0.0,0,-1,unknown,0
65160,joyful369,"Develop healthy baked breakfast foods that are low fat, low sugar and under 250 calories - and taste good!",Food,7790,10/31/2010 4:14 AM,top,40.0,0.0,0,-1,unknown,0
42378,arb0703,Drive through automated voice after closing,"Ordering,+Payment+%26+Pick-Up",7640,8/29/2010 7:14 PM,top,28.0,0.0,11,0,contributor,0
49342,TJay2132,Rewards should not expire so quickly!,Starbucks+Card,7620,11/21/2013 5:45 AM,top,23.0,0.0,0,-1,unknown,0
97801,SEO,Sell a VENTI travel mug!,Merchandise+%26+Music,7590,3/26/2008 10:30 AM,top,29.0,0.0,0,-1,unknown,0
19978,CustIdea0001,Reemphasize customer service,Other+Experience+Ideas,7540,3/18/2008 3:21 PM,top,50.0,0.003066686037294412,508,7,contributor,0
42267,HahniShane,Coffee Cup Lid Alignment,"Ordering,+Payment+%26+Pick-Up",7480,2/23/2009 5:32 PM,top,22.0,0.0,0,-1,unknown,0
11457,carollyn,Your employees,Other+Experience+Ideas,7470,3/21/2008 3:25 PM,top,45.0,0.0,0,-1,unknown,0
13918,Marcello8880,Tattoo Vs Band-Aid,Other+Experience+Ideas,7470,1/16/2009 7:42 PM,top,50.0,0.0,0,-1,unknown,0
44637,Cielolindo,For Teachers Only,Starbucks+Card,7470,1/17/2010 10:04 AM,top,15.0,0.0,0,-1,unknown,0
92779,Target362,Treat receipt: $2 grande and $3 venti,Coffee+%26+Espresso+Drinks,7420,8/2/2010 7:13 AM,top,33.0,0.0006225639959562897,231,1,contributor,0
20196,cmt14,starbucks delivery!!!!,Other+Experience+Ideas,7390,5/20/2011 7:34 AM,top,14.0,0.0,0,-1,unknown,0
102083,fseguin23,Free drink when loading your card,Coffee+%26+Espresso+Drinks,7380,11/20/2013 9:03 PM,top,11.0,0.00017405599276143155,65,3,contributor,0
30705,CDinSD,remember the mug discount,"Ordering,+Payment+%26+Pick-Up",7360,4/12/2009 11:02 AM,top,42.0,0.0,0,-1,unknown,0
43655,Patricia0303,GREATER REWARDS FOR FREQUENT DRINKERS,Starbucks+Card,7340,1/16/2011 2:44 PM,top,29.0,0.0,0,-1,unknown,0
87000,dangerGator,Chantico,Tea+%26+Other+Drinks,7310,11/3/2010 11:40 AM,top,6.0,0.0,0,-1,unknown,0
41725,flying_fish,CALL OUT NAMES,"Ordering,+Payment+%26+Pick-Up",7270,1/20/2012 4:03 PM,top,50.0,2.9324069922017462e-05,233,0,contributor,0
53027,historic,Drive Thru,Atmosphere+%26+Locations,7230,5/14/2008 10:07 AM,top,28.0,0.0,0,-1,unknown,0
116216,ThebearvonD,Caramel Apple Frappuccino,Frappuccino+Beverages,7150,5/6/2013 8:18 PM,top,4.0,0.0,0,-1,unknown,0
78297,gsobel,Bring Back Organic Milk,Other+Product+Ideas,7090,3/19/2008 11:16 AM,top,30.0,0.0,0,-1,unknown,0
11014,SampMM,Send the sick home!,Other+Experience+Ideas,6960,3/20/2008 10:06 AM,top,50.0,2.545528228677983e-07,49,8,contributor,0
78198,IslipJavaDrink,no expiration on free drink rewards & birthday drinks,Other+Product+Ideas,6910,11/21/2013 4:19 PM,top,15.0,0.0,0,-1,unknown,0
