suggestionId,author,title,category,votes,timestamp,segment,n_comments,author_bt,author_comm,author_role,success,log_comments,bt_z
108166,jester8909,Refills on Lattes!!,Coffee+%26+Espresso+Drinks,9670,2013-09-15 20:10:00,top,42.0,3.250850817302901e-05,3.0,client,1,3.7612001156935624,-0.6225603390644897
92477,akaydgm,Diabetic friendly menu,Tea+%26+Other+Drinks,9620,2010-10-31 17:28:00,top,14.0,,,,1,2.70805020110221,
102960,sgob88,Free syrup or extra shot of espresso with gold card,Coffee+%26+Espresso+Drinks,9610,2013-11-20 18:31:00,top,12.0,,,,1,2.5649493574615367,
2009,jholder,Bright Idea,Social+Responsibility,9520,2008-03-19 11:11:00,top,41.0,0.00012518049777089237,9.0,contributor,1,3.7376696182833684,-0.6213316331923684
82859,dsphilly,windows phone 8 app,New+Technology,9470,2012-12-04 17:51:00,top,43.0,,,,1,3.784189633918261,
68669,efrogel0,Bring back the good scones!,Food,9160,2008-04-02 06:37:00,top,48.0,,,,1,3.8918202981106265,
55463,Keppela,Free Wireless!,Atmosphere+%26+Locations,9140,2009-08-06 09:11:00,top,12.0,,,,1,2.5649493574615367,
104622,GreatPerson,Stevia,Coffee+%26+Espresso+Drinks,9140,2012-05-16 13:06:00,top,35.0,,,,1,3.58351893845611,
107335,sophia333,More perks/ discounts for gold card member,Coffee+%26+Espresso+Drinks,9110,2013-11-20 19:18:00,top,25.0,,,,1,3.258096538021482,
40668,SBPgreatfalls,Random free drink coupons...,Starbucks+Card,9060,2011-06-29 00:14:00,top,32.0,0.0005661633931615403,39.0,contributor,1,3.4965075614664802,-0.6154847934361178
30380,mdsystem1,"Clearly Identify ""Licensed"" Stores","Ordering,+Payment+%26+Pick-Up",8950,2008-11-14 15:15:00,top,50.0,0.00012669845073566815,7.0,client,1,3.9318256327243257,-0.6213115071787852
83021,ToffMocha7762,Electronic Receipts for Card Users,New+Technology,8890,2010-10-24 13:58:00,top,24.0,,,,1,3.2188758248682006,
41726,sfbiker,Ordering Kiosk,"Ordering,+Payment+%26+Pick-Up",8870,2008-04-08 14:38:00,top,50.0,,,,1,3.9318256327243257,
63209,thommie,"Improve the pastries, PLEASE!!!!",Food,8820,2010-05-04 19:35:00,top,29.0,0.005731768577404503,25.0,contributor,1,3.4011973816621555,-0.5469958201176173
49983,JRowland,Signature Drink,Starbucks+Card,8810,2010-05-29 06:43:00,top,18.0,,,,1,2.9444389791664403,
55696,amycat,Grocery Store Starbucks?!?,Atmosphere+%26+Locations,8780,2008-03-19 14:57:00,top,49.0,,,,1,3.912023005428146,
49735,OperaDolce,Starbucks' Refill Policy for Gold Members,Starbucks+Card,8700,2013-10-15 08:14:00,top,47.0,,,,1,3.871201010907891,
111607,haydukeii,Make a way for people to know what song is playing without having to ask the baristas.,Merchandise+%26+Music,8680,2010-10-28 05:27:00,top,39.0,,,,1,3.6888794541139363,
50028,rosehip,bring back free syrup for reward members!!!!!!!!!,Starbucks+Card,8590,2012-09-18 11:56:00,top,26.0,,,,1,3.295836866004329,
50092,inspectrex,Anniversary gifts for years at gold,Starbucks+Card,8590,2013-11-21 09:53:00,top,37.0,,,,1,3.6375861597263857,
44194,QueenLatte,Offer gold card holders either free shots of espresso or discounted price for each shot.,Starbucks+Card,8550,2010-10-05 10:06:00,top,15.0,,,,1,2.772588722239781,
42203,AshlynBarbee,Gold Card Drink Recognition,"Ordering,+Payment+%26+Pick-Up",8530,2013-09-17 10:02:00,top,41.0,,,,1,3.7376696182833684,
67269,Kemosabe,Earned rewards should not expire,Food,8490,2013-11-21 03:07:00,top,35.0,,,,1,3.58351893845611,
11767,avivanco,Pay your partners more.,Other+Experience+Ideas,8460,2008-03-25 10:44:00,top,50.0,,,,1,3.9318256327243257,
55702,mels_coffee,non-smoking patios,Atmosphere+%26+Locations,8460,2011-06-01 10:40:00,top,32.0,,,,1,3.4965075614664802,
78195,dmilsner,Stars for each coffee purchase on one ticket,Other+Product+Ideas,8450,2013-11-20 19:09:00,top,40.0,,,,1,3.713572066704308,
116307,em_seeg,Where is the Mocha Coconut Frappuccino?,Frappuccino+Beverages,8430,2013-04-30 21:11:00,top,17.0,,,,1,2.8903717578961645,
116209,originaladr,Bring back the Chocolate Brownie Frappuccino...please!,Frappuccino+Beverages,8430,2012-05-13 16:54:00,top,27.0,,,,1,3.332204510175204,
68661,AMMPark,"PLEASE PLEASE bring the ""old"" pastries back",Food,8360,2014-02-03 07:24:00,top,49.0,,,,1,3.912023005428146,
96685,melthom,Coconut milk,Coffee+%26+Espresso+Drinks,8320,2011-08-09 10:40:00,top,10.0,,,,1,2.3978952727983707,
45563,Dynaride,Permanent Gold,Starbucks+Card,8260,2012-07-02 20:04:00,top,26.0,1.3415044321422817e-07,7.0,client,1,3.295836866004329,-0.6229895794813773
86986,leytonstone,Free Refills For Tea Drinkers,Tea+%26+Other+Drinks,8220,2010-10-27 00:53:00,top,26.0,0.0007027685573537996,0.0,contributor,0,3.295836866004329,-0.6136735927903402
26372,lbt,Receipts,"Ordering,+Payment+%26+Pick-Up",8210,2008-03-20 21:31:00,top,20.0,,,,0,3.044522437723423,
40199,Coltsfanforeve,Half price day for gold card members,Starbucks+Card,8160,2011-05-31 10:40:00,top,12.0,,,,0,2.5649493574615367,
2255,jimokla,SENIOR CITIZEN Discounts !,Social+Responsibility,8150,2010-02-07 11:58:00,top,15.0,,,,0,2.772588722239781,
40672,JASBL,"As a Gold Card Member, There Should Be No Expiration on the Free Drink you EARN after 15 Stars",Starbucks+Card,8080,2011-08-09 12:42:00,top,33.0,,,,0,3.5263605246161616,
116333,RewardsHound,Offer leftover frap drinks to customer prior to discarding.,Frappuccino+Beverages,8030,2011-08-09 10:34:00,top,50.0,,,,0,3.9318256327243257,
64289,vlatte24,"Bring back ""Free Pastry Day""!",Food,8020,2011-08-24 09:28:00,top,36.0,0.0009279241711384694,17.0,contributor,0,3.6109179126442243,-0.6106883323465016
92437,chaitealover,More tea promotions!,Tea+%26+Other+Drinks,8020,2009-06-08 09:40:00,top,19.0,,,,0,2.995732273553991,
109181,marggieannie,American Made,Merchandise+%26+Music,7960,2013-10-26 13:09:00,top,50.0,,,,0,3.9318256327243257,
339,joaceves0804,Double points on weekends,Frappuccino+Beverages,7960,2013-11-20 20:04:00,top,13.0,,,,0,2.6390573296152584,
113242,inspiredwish,Special Beverage Of the Day,Frappuccino+Beverages,7910,2011-07-28 16:28:00,top,12.0,,,,0,2.5649493574615367,
103319,kolendon,Collectable localized Starbucks mugs/cups,Merchandise+%26+Music,7890,2009-12-08 10:53:00,top,9.0,,,,0,2.302585092994046,
68489,zschmidl,Organic/Vegan,Food,7820,2008-07-24 09:33:00,top,50.0,,,,0,3.9318256327243257,
25825,GoUtes91,Bring back 10% off purchase when using Gold Card,"Ordering,+Payment+%26+Pick-Up",7820,2013-11-21 04:52:00,top,14.0,,,,0,2.70805020110221,
65160,joyful369,"Develop healthy baked breakfast foods that are low fat, low sugar and under 250 calories - and taste good!",Food,7790,2010-10-31 04:14:00,top,40.0,,,,0,3.713572066704308,
42378,arb0703,Drive through automated voice after closing,"Ordering,+Payment+%26+Pick-Up",7640,2010-08-29 19:14:00,top,28.0,0.0,39.0,client,0,3.367295829986474,-0.6229913581357263
49342,TJay2132,Rewards should not expire so quickly!,Starbucks+Card,7620,2013-11-21 05:45:00,top,23.0,,,,0,3.1780538303479458,
97801,SEO,Sell a VENTI travel mug!,Merchandise+%26+Music,7590,2008-03-26 10:30:00,top,29.0,,,,0,3.4011973816621555,
19978,CustIdea0001,Reemphasize customer service,Other+Experience+Ideas,7540,2008-03-18 15:21:00,top,50.0,0.003066686037294412,9.0,contributor,0,3.9318256327243257,-0.5823312281619609
42267,HahniShane,Coffee Cup Lid Alignment,"Ordering,+Payment+%26+Pick-Up",7480,2009-02-23 17:32:00,top,22.0,,,,0,3.1354942159291497,
11457,carollyn,Your employees,Other+Experience+Ideas,7470,2008-03-21 15:25:00,top,45.0,,,,0,3.828641396489095,
13918,Marcello8880,Tattoo Vs Band-Aid,Other+Experience+Ideas,7470,2009-01-16 19:42:00,top,50.0,,,,0,3.9318256327243257,
44637,Cielolindo,For Teachers Only,Starbucks+Card,7470,2010-01-17 10:04:00,top,15.0,,,,0,2.772588722239781,
92779,Target362,Treat receipt: $2 grande and $3 venti,Coffee+%26+Espresso+Drinks,7420,2010-08-02 07:13:00,top,33.0,0.0006225639959562897,0.0,contributor,0,3.5263605246161616,-0.6147369973421113
20196,cmt14,starbucks delivery!!!!,Other+Experience+Ideas,7390,2011-05-20 07:34:00,top,14.0,,,,0,2.70805020110221,
102083,fseguin23,Free drink when loading your card,Coffee+%26+Espresso+Drinks,7380,2013-11-20 21:03:00,top,11.0,0.00017405599276143155,3.0,contributor,0,2.4849066497880004,-0.6206836099012065
30705,CDinSD,remember the mug discount,"Ordering,+Payment+%26+Pick-Up",7360,2009-04-12 11:02:00,top,42.0,,,,0,3.7612001156935624,
43655,Patricia0303,GREATER REWARDS FOR FREQUENT DRINKERS,Starbucks+Card,7340,2011-01-16 14:44:00,top,29.0,,,,0,3.4011973816621555,
87000,dangerGator,Chantico,Tea+%26+Other+Drinks,7310,2010-11-03 11:40:00,top,6.0,,,,0,1.9459101490553132,
41725,flying_fish,CALL OUT NAMES,"Ordering,+Payment+%26+Pick-Up",7270,2012-01-20 16:03:00,top,50.0,2.9324069922017462e-05,17.0,contributor,0,3.9318256327243257,-0.6226025604303567
53027,historic,Drive Thru,Atmosphere+%26+Locations,7230,2008-05-14 10:07:00,top,28.0,,,,0,3.367295829986474,
116216,ThebearvonD,Caramel Apple Frappuccino,Frappuccino+Beverages,7150,2013-05-06 20:18:00,top,4.0,,,,0,1.6094379124341003,
